city,house,square metres,type of real estate,floor,price,time_to_sub,nearest_station,address,tech_address,floor_of_flat,MAX_floor
moskva,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
31 минуту назад",100.0,"дом + 6,7 сотки",no info,3100000,no,no,bag,"moskva 
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км",no info,no info
moskva,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
32 минуты назад",100.0,"дом + 6,7 сотки",no info,3100000,no,no,bag,"moskva 
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км",no info,no info
moskva,"175 м², дом + 9,6 сотки, участок
КП «Фаворит»
коттеджный посёлок Фаворит
Киевское шоссе 47,20 км
11 500 000 ₽
65 714 ₽ за м²
Дом 209 в Коттеджном поселке Фаворит расположен в 38 километрах от Москвы по Киевскому шоссе. Дом под ключ. Площадь дома - 175 кв. м площадь участка 9,6 сот Количество с/узлов полных: 2 Количество комнат всего: 4 Разведена система отопления и
Показать телефон
В избранное
Вашдом.Москва, агентство
3 часа назад",175.0,"дом + 9,6 сотки",no info,11500000,no,no,bag,"moskva 
КП «Фаворит»
коттеджный посёлок Фаворит",no info,no info
moskva,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
33 минуты назад",100.0,"дом + 6,7 сотки",no info,3100000,no,no,bag,"moskva 
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км",no info,no info
moskva,"100 м², дом + 6,7 сотки, участок
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км
3 100 000 ₽
31 000 ₽ за м²
ипотека, торг
О доме: В продаже деревянный двухэтажный дом из бруса 6х8 на участке 10 соток (по документам 6.7) в новой Москве. На первом этаже кухня и 2 комнаты 3х6 метров. В одной из комнат русская печь. На втором этаже 2 комнаты 5х6 и 3х6. Транспортная
Показать телефон
В избранное
34 минуты назад",100.0,"дом + 6,7 сотки",no info,3100000,no,no,bag,"moskva 
поселение Новофедоровское, квартал № 59, снт \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""Рассудово\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\""
Киевское шоссе 44,00 км",no info,no info
sankt-peterburg,"66,7 м², 2-комнатная квартира
ЖК «Новое Купчино», 9 этаж из 13
Малая Бухарестская улица, 12
Дунайская 
12 мин.
11 635 000 ₽
174 569 ₽ за м²
Хорошая цена!
ипотека
id 1010544. Продаётся 2 комнатная квартира во Фрунзенском районе. Дом сдан. Квартира №950 на 9 этаже. Отделка черновая. Дом кирпичный. Фасады облицованы кирпичом двух цветов и декоративными элементами, которые образуют лаконичный рисунок и
Показать телефон
В избранное
Юникорн, агентство
6 часов назад",66.7,2-комнатная квартира,9,11635000,12,Дунайская ,"Малая Бухарестская улица, 12","sankt-peterburg Малая Бухарестская улица, 12",9,13
sankt-peterburg,"74,9 м², 2-комнатные апартаменты
Апарт-комплекс NEXT, 9 этаж из 11
Средний проспект Васильевского острова, 87к3
Василеостровская 
12 мин.
15 738 542 ₽
210 015 ₽ за м²
Готовы показать онлайн
ипотека
Архитектурное решение многофункционального комплекса соответствует самым современным тенденциям. Концепцией предусмотрено строительство трех отдельно стоящих корпусов, которые объединяются стилобатом, в котором в будущем разместятся входные группы и
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",74.9,2-комнатные апартаменты,9,15738542,12,Василеостровская ,"Средний проспект Васильевского острова, 87к3","sankt-peterburg Средний проспект Васильевского острова, 87к3",9,11
sankt-peterburg,"59 м², 2-комнатная квартира
2 этаж из 11
проспект КИМа, 4
Приморская 
7 мин.
11 300 000 ₽
191 525 ₽ за м²
Проверено в Росреестре
Готовы показать онлайн
ипотека, торг
Дом у метро , 5 минут пешком до м. Приморская До ЗСД 3 минуты на авто До Невского 10-15 минут на машине Детский сад во дворе Двор зеленый. Бывшая 3 к кВ, перепланировка узаконена, большая гостиная и 2 комнаты , одна маленькая 8 кВ м (сейчас спальня),
Показать телефон
В избранное
Ясюкевич Олег
18 августа 2021",59.0,2-комнатная квартира,2,11300000,7,Приморская ,"проспект КИМа, 4","sankt-peterburg проспект КИМа, 4",2,11
sankt-peterburg,"56 м², 2-комнатная квартира
6 этаж из 9
проспект Культуры, 12к1
Политехническая 
15 мин.
7 115 000 ₽
127 054 ₽ за м²
На проверке в Росреестре
Хорошая цена!
Продается прекрасная квартира на севере Санкт-Петербурга. Отличное место для комфортного проживания. Элитный спальный район с развитой инфраструктурой. Все необходимое есть в шаговой доступности(школы, детские сады, магазины, поликлиники,областная
Показать телефон
В избранное
24 минуты назад",56.0,2-комнатная квартира,6,7115000,15,Политехническая ,"проспект Культуры, 12к1","sankt-peterburg проспект Культуры, 12к1",6,9
sankt-peterburg,"44,6 м², 2-комнатная квартира
5 этаж из 5
проспект Космонавтов, 21к1
Московская 
9 мин.
7 000 000 ₽
156 951 ₽ за м²
К продаже представлена просторная двухкомнатная квартира в Московском районе в пешей доступности от метро Парк Победы. В квартире сделан новый стильный ремонт. В отделке использована нейтральная цветовая гамма, идеально подходящая под любой интерьер.
Снято менее часа назад
16 часов назад",44.6,2-комнатная квартира,5,7000000,9,Московская ,"проспект Космонавтов, 21к1","sankt-peterburg проспект Космонавтов, 21к1",5,5
sankt-peterburg,"46 м², 2-комнатная квартира
9 этаж из 9
улица Стойкости, 18к2
Проспект Ветеранов 
15 мин.
5 100 000 ₽
110 870 ₽ за м²
Проверено в Росреестре
Хорошая цена!
2 ккв, прямая продажа,документы готовы, просмотры по договоренности, полностью без мебели, ремонт в коридоре выполнен
Показать телефон
В избранное
2 часа назад",46.0,2-комнатная квартира,9,5100000,15,Проспект Ветеранов ,"улица Стойкости, 18к2","sankt-peterburg улица Стойкости, 18к2",9,9
sankt-peterburg,"57,4 м², 2-комнатная квартира
5 этаж из 5
Петергоф, Ропшинское шоссе, 3к4
Ленинский проспект 
48 мин.
6 950 000 ₽
121 080 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека, торг
Продаётся светлая, уютная двухкомнатная квартира с изолированными комнатами. Раздельный санузел. Удобная планировка. Площадь квартиры 57.4 м2 5 этаж ( есть лифт грузовой) . Дом в ухоженном состоянии , на этаже 4 квартиры , хорошие соседи. В пешей
Показать телефон
В избранное
2 часа назад",57.4,2-комнатная квартира,5,6950000,48,Ленинский проспект ,"Петергоф, Ропшинское шоссе, 3к4","sankt-peterburg Петергоф, Ропшинское шоссе, 3к4",5,5
sankt-peterburg,"45,3 м², 2-комнатная квартира
2 этаж из 5
проспект Энергетиков, 28к7
Ладожская 
14 мин.
5 700 000 ₽
125 828 ₽ за м²
Проверено в Росреестре
ипотека
Продается двухкомнатная квартира в Красногвардейском районе общей площадью 45,28 кв.м. Светлая, тёплая, квартира в тихом экологически чистом районе. В квартире всё находится в рабочем состоянии, можно заезжать после покупки. На полу паркет, в ванной
Показать телефон
В избранное
3 часа назад",45.3,2-комнатная квартира,2,5700000,14,Ладожская ,"проспект Энергетиков, 28к7","sankt-peterburg проспект Энергетиков, 28к7",2,5
sankt-peterburg,"63,2 м², 2-комнатная квартира
новостройка, ЖК «Белый остров» 3 кв. 2023 г., 5 этаж из 12
ул. Белоостровская, 9, литера К
Лесная 
18 мин.
13 904 000 ₽
220 000 ₽ за м²
Продаётся 2 комнатная квартира общей площадью 63.2 кв. м. на 5 этаже «Белый Остров» экологичный дом бизнес-класса строительной компании «БАЗИС-СПБ» (дочерней компании международной корпорации BAZIS-A). В пяти корпусах запроектировано 535 квартир: от
Показать телефон
В избранное
18 января 2021",63.2,2-комнатная квартира,5,13904000,18,Лесная ," Белоостровская, 9","sankt-peterburg  Белоостровская, 9",5,12
sankt-peterburg,"56,7 м², 2-комнатная квартира
ЖК «Охта Хаус», 5 этаж из 23
улица Лагоды, 5
Ладожская 
20 мин.
8 200 000 ₽
144 621 ₽ за м²
Уважаемые покупатели! Продаётся по переуступке 2 комнатная квартира. В состав объекта входит детский сад на 140 мест. На первых этажах находятся коммерческие помещения. Придомовая территория благоустроена детскими и спортивными площадками с
Показать телефон
В избранное
2 часа назад",56.7,2-комнатная квартира,5,8200000,20,Ладожская ,"улица Лагоды, 5","sankt-peterburg улица Лагоды, 5",5,23
sankt-peterburg,"68 м², 2-комнатная квартира
ЖК «О’Юность», 3 этаж из 25
улица Крыленко, 1к1с2
Ломоносовская 
12 мин.
10 800 000 ₽
158 824 ₽ за м²
Проверено в Росреестре
Готовы показать онлайн
ипотека
ЗДРАВСТВУЙТЕ меня зовут Федор Разумовский предлагаю ЕВРО 3 х комнатную квартиру с КОМФОРТНОЙ планировкой ,ЕСТЬ Лоджия И ГАРДЕРОБНАЯ. Описание и фотографии соответствуют .Покажем все документы. Под ИПОТЕКУ подходим,без трудности и проблем!В ПРЯМОЙ
Показать телефон
В избранное
3 часа назад",68.0,2-комнатная квартира,3,10800000,12,Ломоносовская ,"улица Крыленко, 1к1","sankt-peterburg улица Крыленко, 1к1",3,25
sankt-peterburg,"62,1 м², 2-комнатная квартира
новостройка, ЖК «Новый Лесснер» 4 кв. 2021 г., 11 этаж из 13
ул. Александра Матросова, 8, к. 1
Лесная 
13 мин.
15 937 500 ₽
256 808 ₽ за м²
ЖК «Новый Лесснер» расположен в 250 метрах от набережной Невы, около Кантемировского моста. За 10 минут можно доехать до центра города, за 5 минут до Петроградской стороны. В 10 минутах ходьбы станция метро «Лесная». Такое расположение делает жилой
Показать телефон
В избранное
6 часов назад",62.1,2-комнатная квартира,11,15937500,13,Лесная ," Александра Матросова, 8","sankt-peterburg  Александра Матросова, 8",11,13
sankt-peterburg,"67,2 м², 2-комнатная квартира
6 этаж из 6
Гаванская улица, 2
Приморская 
11 мин.
8 900 000 ₽
132 440 ₽ за м²
ипотека
Продаётся 2 комнатная квартира. Дом построен в 1908 году. Перекрытия железобетонные. Большая квартира с высокими потолками, есть возможность сделать 2 этаж. В квартире остается вся мебель и техника. Развитый район города, рядом есть магазины,
Снято 4 часа назад
9 августа 2021",67.2,2-комнатная квартира,6,8900000,11,Приморская ,"Гаванская улица, 2","sankt-peterburg Гаванская улица, 2",6,6
sankt-peterburg,"56 м², 2-комнатная квартира
4 этаж из 7
проспект Юрия Гагарина, 35
Московская 
11 мин.
12 500 000 ₽
223 214 ₽ за м²
Проверено в Росреестре
торг
Продаётся уютная светлая двухкомнатная квартира Большая спальня и кухня-гостиная Сталинский дом, 7 этажей Потолки 3 метра Звукоизоляция Лифт Квартиру делали под себя и от души Вся бытовая техника и мебель при желании может остаться Въезжай и живи :))
Показать телефон
В избранное
3 часа назад",56.0,2-комнатная квартира,4,12500000,11,Московская ,"проспект Юрия Гагарина, 35","sankt-peterburg проспект Юрия Гагарина, 35",4,7
sankt-peterburg,"52,7 м², 2-комнатная квартира
новостройка, ЖК New Time 4 кв. 2022 г., 7 этаж из 13
Приморский район, муниципальный округ Юнтолово, жилой комплекс Нью Тайм
Комендантский проспект 
23 мин.
9 195 786 ₽
174 427 ₽ за м²
Показать телефон
В избранное
ГК РосСтройИнвест
3 часа назад",52.7,2-комнатная квартира,7,9195786,23,Комендантский проспект ,bag,"sankt-peterburg 
новостройка, ЖК New Time 4 кв. 2022 г., 7 этаж из 13
Приморский район, муниципальный округ Юнтолово, жилой комплекс Нью Тайм",7,13
sankt-peterburg,"56 м², 2-комнатная квартира
6 этаж из 9
проспект Культуры, 12к1
Политехническая 
15 мин.
7 115 000 ₽
127 054 ₽ за м²
На проверке в Росреестре
Хорошая цена!
Продается прекрасная квартира на севере Санкт-Петербурга. Отличное место для комфортного проживания. Элитный спальный район с развитой инфраструктурой. Все необходимое есть в шаговой доступности(школы, детские сады, магазины, поликлиники,областная
Показать телефон
В избранное
25 минут назад",56.0,2-комнатная квартира,6,7115000,15,Политехническая ,"проспект Культуры, 12к1","sankt-peterburg проспект Культуры, 12к1",6,9
sankt-peterburg,"69,3 м², 2-комнатная квартира
5 этаж из 6
улица Воскова, 2
Чкаловская 
10 мин.
15 700 000 ₽
226 551 ₽ за м²
ипотека
Арт. 47588143 Продаётся 2 комнатная квартира. Общая площадь 69.30 кв.м площадь комнат 19.1+18.3 кв.м. Квартира расположена на 5 этаже 6 этажного кирпичного дома с лифтом, здание построено в 1956 году. С чистовой отделкой. Замена всех коммуникаций.
Показать телефон
В избранное
2 часа назад",69.3,2-комнатная квартира,5,15700000,10,Чкаловская ,"улица Воскова, 2","sankt-peterburg улица Воскова, 2",5,6
sankt-peterburg,"51,7 м², 2-комнатная квартира
ЖК «Облака на Лесной», 13 этаж из 13
Новолитовская улица, 14
Лесная 
18 мин.
12 800 000 ₽
247 534 ₽ за м²
Проверено в Росреестре
торг
Новая Квартира со светлой отделкой.Вся инфраструктура рядом.Собственность!!Прямая продажа.
Показать телефон
В избранное
Швецова Ирина
6 часов назад",51.7,2-комнатная квартира,13,12800000,18,Лесная ,"Новолитовская улица, 14","sankt-peterburg Новолитовская улица, 14",13,13
sankt-peterburg,"51,9 м², 2-комнатная квартира
ЖК «Цветной город», 22 этаж из 25
Чарушинская улица, 22к1
Девяткино 
29 мин.
8 046 239 ₽
155 034 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека
Жилой Комплекс располагается на территории, ограниченной Пискаревским проспектом, Муринским ручьем, береговой линией реки Охты и перспективной пробивкой Северного проспекта. В маштабном проекте заложена вся необходимая инфраструктура от
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",51.9,2-комнатная квартира,22,8046239,29,Девяткино ,"Чарушинская улица, 22к1","sankt-peterburg Чарушинская улица, 22к1",22,25
sankt-peterburg,"58,2 м², 2-комнатная квартира
ЖК «Жемчужный каскад», 21 этаж из 22
проспект Патриотов, 34
Ленинский проспект 
24 мин.
10 502 597 ₽
180 457 ₽ за м²
Готовы показать онлайн
ипотека
Новый квартал станет частью жилого микрорайона «Балтийская жемчужина», несомненным преимуществом которого является близость к Финскому заливу. Променадные набережные, отличные виды из окон квартир, близость пляжей, возможность проведения досуга у
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",58.2,2-комнатная квартира,21,10502597,24,Ленинский проспект ,"проспект Патриотов, 34","sankt-peterburg проспект Патриотов, 34",21,22
sankt-peterburg,"63,3 м², 2-комнатная квартира
новостройка, ЖК «Притяжение» 2021 г., 2 этаж из 9
улица Александра Матросова, 3
Лесная 
8 мин.
14 200 000 ₽
224 400 ₽ за м²
ID 23283 - номер квартиры в нашей базе. Продается по переуступке эксклюзивная 2х-комнатная квартира для сдачи в аренду или перепродажи с доходом в доме бизнес-класcа ЖК Притяжение. О КВАРТИРЕ: расположена на 2 этаже из 9. Окна выходят во двор и в
Показать телефон
В избранное
Единый Центр Инвестиций, агентство
6 часов назад",63.3,2-комнатная квартира,2,14200000,8,Лесная ,"улица Александра Матросова, 3","sankt-peterburg улица Александра Матросова, 3",2,9
sankt-peterburg,"66 м², 2-комнатная квартира
ЖК «Панорама 360», 7 этаж из 20
улица Шкапина, 9-11
Балтийская 
7 мин.
14 600 000 ₽
221 212 ₽ за м²
Проверено в Росреестре
Продаёт собственник
ипотека, торг
От собственника! Оперативный показ. Двушка. Красивый ремонт. Светлая чистая квартира. Вся мебель и техника есть. Остаётся все вам! Полностью оборудована всем что нужно. Окна во двор. В 3 км от Казанского собора.
Показать телефон
В избранное
Маркус
17 августа 2021",66.0,2-комнатная квартира,7,14600000,7,Балтийская ,"улица Шкапина, 9","sankt-peterburg улица Шкапина, 9",7,20
sankt-peterburg,"59 м², 2-комнатная квартира
ЖК «Жемчужный каскад», 21 этаж из 22
проспект Патриотов, 34
Ленинский проспект 
24 мин.
10 882 255 ₽
184 445 ₽ за м²
Готовы показать онлайн
ипотека
Новый квартал станет частью жилого микрорайона «Балтийская жемчужина», несомненным преимуществом которого является близость к Финскому заливу. Променадные набережные, отличные виды из окон квартир, близость пляжей, возможность проведения досуга у
Показать телефон
В избранное
ГЦН ТД Невский, агентство
6 часов назад",59.0,2-комнатная квартира,21,10882255,24,Ленинский проспект ,"проспект Патриотов, 34","sankt-peterburg проспект Патриотов, 34",21,22
sankt-peterburg,"57,1 м², 2-комнатная квартира
новостройка, ЖК «Новый Лесснер» 4 кв. 2021 г., 12 этаж из 13
ул. Александра Матросова, 8, к. 1
Лесная 
13 мин.
15 000 000 ₽
262 835 ₽ за м²
ЖК «Новый Лесснер» расположен в 250 метрах от набережной Невы, около Кантемировского моста. За 10 минут можно доехать до центра города, за 5 минут до Петроградской стороны. В 10 минутах ходьбы станция метро «Лесная». Такое расположение делает жилой
Показать телефон
В избранное
3 часа назад",57.1,2-комнатная квартира,12,15000000,13,Лесная ," Александра Матросова, 8","sankt-peterburg  Александра Матросова, 8",12,13
sankt-peterburg,"59 м², 2-комнатная квартира
новостройка, ЖК Svetlana Park, 4 этаж из 10
проспект Энгельса, 27БЭ
Удельная 
17 мин.
12 259 000 ₽
207 780 ₽ за м²
Готовы показать онлайн
В Выборгском районе Санкт-Петербурга на улице Манчестерская возводится жилой комплекс бизнес-класса ""Svetlana Park"". Жилой комплекс ""Svetlana Park"" представляет собой два 10-этажных дома бизнес-класса на участке 3,2 га. Площадь жилья составит 55 тыс.
Показать телефон
В избранное
Lange&Smith, агентство
6 часов назад",59.0,2-комнатная квартира,4,12259000,17,Удельная ,"проспект Энгельса, 27","sankt-peterburg проспект Энгельса, 27",4,10
sankt-peterburg,"57 м², 2-комнатная квартира
4 этаж из 5
Октябрьская набережная, 74к1
Ломоносовская 
9 мин.
8 550 000 ₽
150 000 ₽ за м²
Проверено в Росреестре
Роскошная Сталинская квартира с панорамным видом на Неву и Парк! Большая комната выходит на прекрасный пейзаж, вторая комната и кухня с видом на детскую площадку и зелёный двор. В любое время суток, удобная парковка возле дома, в 2мин. платная
Показать телефон
В избранное
смирнов владимир
6 часов назад",57.0,2-комнатная квартира,4,8550000,9,Ломоносовская ,"Октябрьская набережная, 74к1","sankt-peterburg Октябрьская набережная, 74к1",4,5
sankt-peterburg,"66,7 м², 2-комнатная квартира
ЖК «Новое Купчино», 13 этаж из 13
Малая Бухарестская улица, 12
Дунайская 
12 мин.
11 635 000 ₽
174 569 ₽ за м²
Хорошая цена!
ипотека
id 1010466. Продаётся 2 комнатная квартира во Фрунзенском районе. Дом сдан. Квартира №963 на 13 этаже. Отделка черновая. Дом кирпичный. Фасады облицованы кирпичом двух цветов и декоративными элементами, которые образуют лаконичный рисунок и
Показать телефон
В избранное
Юникорн, агентство
6 часов назад",66.7,2-комнатная квартира,13,11635000,12,Дунайская ,"Малая Бухарестская улица, 12","sankt-peterburg Малая Бухарестская улица, 12",13,13
sankt-peterburg,"58,2 м², 2-комнатная квартира
новостройка, ЖК TERRA 2022 г., 4 этаж из 13
Приморский район, муниципальный округ Чёрная Речка
Чёрная речка 
11 мин.
11 915 306 ₽
204 801 ₽ за м²
ипотека
Продается шикарная евро 3 к. квартира с видом на Пионерский сад. Бизнес-лайт рядом с Петроградской стороной. Закрытый, безопасный, благоустроенный двор без машин, спуск в подземный паркинг с этажа. Авторская архитектура. Развитый район, вся
Показать телефон
В избранное
Василий Козырев, частный агент
16 августа 2021",58.2,2-комнатная квартира,4,11915306,11,Чёрная речка ,bag,"sankt-peterburg 
новостройка, ЖК TERRA 2022 г., 4 этаж из 13
Приморский район, муниципальный округ Чёрная Речка",4,13
sankt-peterburg,"54 м², 2-комнатная квартира
ЖК «Цветной город», 13 этаж из 25
Пейзажная улица, 4к1
Девяткино 
22 мин.
8 721 756 ₽
161 514 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека
Жилой Комплекс располагается на территории, ограниченной Пискаревским проспектом, Муринским ручьем, береговой линией реки Охты и перспективной пробивкой Северного проспекта. В маштабном проекте заложена вся необходимая инфраструктура от
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",54.0,2-комнатная квартира,13,8721756,22,Девяткино ,"Пейзажная улица, 4к1","sankt-peterburg Пейзажная улица, 4к1",13,25
sankt-peterburg,"54,9 м², 2-комнатная квартира
ЖК «Цветной город», 23 этаж из 25
Пейзажная улица, 6
Девяткино 
23 мин.
8 347 133 ₽
152 042 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека
Жилой Комплекс располагается на территории, ограниченной Пискаревским проспектом, Муринским ручьем, береговой линией реки Охты и перспективной пробивкой Северного проспекта. В маштабном проекте заложена вся необходимая инфраструктура от
Показать телефон
В избранное
ГЦН ТД Невский, агентство
6 часов назад",54.9,2-комнатная квартира,23,8347133,23,Девяткино ,"Пейзажная улица, 6","sankt-peterburg Пейзажная улица, 6",23,25
sankt-peterburg,"56 м², 2-комнатная квартира
6 этаж из 9
проспект Культуры, 12к1
Политехническая 
15 мин.
7 115 000 ₽
127 054 ₽ за м²
На проверке в Росреестре
Хорошая цена!
Продается прекрасная квартира на севере Санкт-Петербурга. Отличное место для комфортного проживания. Элитный спальный район с развитой инфраструктурой. Все необходимое есть в шаговой доступности(школы, детские сады, магазины, поликлиники,областная
Показать телефон
В избранное
26 минут назад",56.0,2-комнатная квартира,6,7115000,15,Политехническая ,"проспект Культуры, 12к1","sankt-peterburg проспект Культуры, 12к1",6,9
sankt-peterburg,"52 м², 2-комнатная квартира
ЖК «Цветной город», 16 этаж из 25
Чарушинская улица, 22к1
Девяткино 
29 мин.
8 112 000 ₽
156 000 ₽ за м²
ипотека
Продаётся 2-х комнатная квартира с полной чистовой отделкой. ДОМ СДАН. Квартира №219. О квартире: Квартира двухсторонняя, окна выходят во двор и на улицу. Стены и пол в сан. узле облицованы плиткой, полный комплект сантехники. На полу качественный
Показать телефон
В избранное
Юникорн, агентство
6 часов назад",52.0,2-комнатная квартира,16,8112000,29,Девяткино ,"Чарушинская улица, 22к1","sankt-peterburg Чарушинская улица, 22к1",16,25
sankt-peterburg,"97 м², 2-комнатная квартира
ЖК «Образцовый квартал 5», 2 этаж из 5
посёлок Шушары, территория Пулковское, Кокколевская улица, 9с3
Московская 
30 мин.
11 161 894 ₽
115 071 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека
Жилой комплекс «Образцовый квартал 5» является продолжением концепции малоэтажной застройки в Пушкинском районе Петербурга, в которой все продумано до мелочей. Новый комплекс придется по душе тем, кто хочет жить в городской черте, но при этом вдали
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",97.0,2-комнатная квартира,2,11161894,30,Московская ,"посёлок Шушары, территория Пулковское, Кокколевская улица, 9","sankt-peterburg посёлок Шушары, территория Пулковское, Кокколевская улица, 9",2,5
sankt-peterburg,"54,6 м², 2-комнатная квартира
ЖК «Цветной город», 12 этаж из 25
Пейзажная улица, 6
Девяткино 
23 мин.
8 301 520 ₽
152 043 ₽ за м²
На проверке в Росреестре
Готовы показать онлайн
ипотека
Жилой Комплекс располагается на территории, ограниченной Пискаревским проспектом, Муринским ручьем, береговой линией реки Охты и перспективной пробивкой Северного проспекта. В маштабном проекте заложена вся необходимая инфраструктура от
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",54.6,2-комнатная квартира,12,8301520,23,Девяткино ,"Пейзажная улица, 6","sankt-peterburg Пейзажная улица, 6",12,25
sankt-peterburg,"78,3 м², 2-комнатная квартира
ЖК «Ренессанс», 13 этаж из 19
ул. Дыбенко, 8, к. 1
Улица Дыбенко 
13 мин.
16 670 000 ₽
212 818 ₽ за м²
Проверено в Росреестре
ДОМ СДАН!!! ID 10867 - пожалуйста, сообщите этот номер менеджеру! Уступка физ. лицо! Продается просторная двухсторонняя ЕВРО 3к. квартира с подчистовой отделкой в новом ЖК в Невском районе! Преимущества комплекса Архитектура в стиле неоклассицизма
Показать телефон
В избранное
Статус, агентство
6 часов назад",78.3,2-комнатная квартира,13,16670000,13,Улица Дыбенко ," Дыбенко, 8","sankt-peterburg  Дыбенко, 8",13,19
sankt-peterburg,"64 м², 2-комнатная квартира
14 этаж из 18
Богатырский проспект, 56к1
Комендантский проспект 
12 мин.
10 500 000 ₽
164 063 ₽ за м²
Проверено в Росреестре
ипотека, торг
Продаю (собственник) 2-х комнатную, светлую, просторную, 2-х стороннюю квартиру с удобной планировкой и большой кухней столовой 13,4 кв. м. (евротрешка). Квартира продаётся со всей мебелью и техникой. 2-е раздельные комнаты одинакового метража (17,1
Показать телефон
В избранное
Кузнецов Вячеслав
6 часов назад",64.0,2-комнатная квартира,14,10500000,12,Комендантский проспект ,"Богатырский проспект, 56к1","sankt-peterburg Богатырский проспект, 56к1",14,18
sankt-peterburg,"52,1 м², 2-комнатная квартира
ЖК «Цветной город», 12 этаж из 25
Чарушинская улица, 22к1
Девяткино 
29 мин.
8 103 217 ₽
155 532 ₽ за м²
Проверено в Росреестре
Готовы показать онлайн
ипотека
Жилой Комплекс располагается на территории, ограниченной Пискаревским проспектом, Муринским ручьем, береговой линией реки Охты и перспективной пробивкой Северного проспекта. В маштабном проекте заложена вся необходимая инфраструктура от
Показать телефон
В избранное
ГЦН ТД Невский, агентство
3 часа назад",52.1,2-комнатная квартира,12,8103217,29,Девяткино ,"Чарушинская улица, 22к1","sankt-peterburg Чарушинская улица, 22к1",12,25
